2025-12-03T08:38:55.183Z [sh]: Setting WiFi Regulatory domain to GB.
2025-12-03T08:38:55.231Z [sh]: /opt/secure/wifi/wpa_supplicant.conf file exists and configurations are present
2025-12-03T08:38:55.271Z [sh]: Country code is present , No need to change
2025-12-03T08:38:55.323Z [sh]: wowlan_triggers already present in /opt/secure/wifi/wpa_supplicant.conf, leaving as is
2025-12-03T08:38:55.200Z sh[3141]:  active
2026-01-15T02:46:34.576Z sh[3238]:  1768445194.548900: WPA: IE KeyData - hexdump(len=48): 30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 0c 00 dd 16 00 0f ac 01 01 00 65 2d 64 ec d4 02 f0 97 4f a6 58 41 ce 31 b8 9d dd 00
2026-01-15T02:46:34.576Z sh[3238]:  1768445194.548933: WPA: RSN IE in EAPOL-Key - hexdump(len=22): 30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 0c 00
2026-01-15T02:46:34.576Z sh[3238]:  1768445194.548953: WPA: GTK in EAPOL-Key - hexdump(len=24): [REMOVED]
2026-01-15T02:46:34.576Z sh[3238]:  1768445194.548965: wlan0: WPA: Sending EAPOL-Key 4/4
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.548974: WPA: Send EAPOL-Key frame to 10:d7:b0:69:5d:dc ver=2 mic_len=16 key_mgmt=0x2
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.548984: WPA: EAPOL-Key MIC using HMAC-SHA1
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549003: WPA: KCK - hexdump(len=16): [REMOVED]
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549011: WPA: Derived Key MIC - hexdump(len=16): c1 2d d3 a6 58 59 43 be e5 46 8b 40 91 11 d2 22
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549084: wlan0: WPA: Installing PTK to the driver
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549142: wpa_driver_nl80211_set_key: ifindex=6 (wlan0) alg=3 addr=0x164b44 key_idx=0 set_tx=1 seq_len=6 key_len=16 key_flag=0x2c
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549161: nl80211: NEW_KEY
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549188: nl80211: KEY_DATA - hexdump(len=16): [REMOVED]
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549196: nl80211: KEY_SEQ - hexdump(len=6): 00 00 00 00 00 00
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549207:    addr=10:d7:b0:69:5d:dc
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.549215:    pairwise key
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.550003: EAPOL: External notification - portValid=1
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.550023: wlan0: State: 4WAY_HANDSHAKE -> GROUP_HANDSHAKE
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.550061: wlan0: Determining shared radio frequencies (max len 2)
2026-01-15T02:46:34.577Z sh[3238]:  1768445194.550074: wlan0: Shared frequencies (len=1): completed iteration
2026-01-15T02:46:34.578Z sh[3238]:  1768445194.550086: wlan0: freq[0]: 5280, flags=0x1
2026-01-15T02:46:34.578Z sh[3238]:  1768445194.550099: P2P: Add operating class 81
2026-01-15T02:46:34.578Z sh[3238]:  1768445194.550111: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-15T02:46:34.578Z sh[3238]:  1768445194.550199: P2P: Update channel list
2026-01-15T02:46:34.578Z sh[3238]:  1768445194.550220: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-15T02:46:34.578Z sh[3238]:  1768445194.550232: P2P: cli_channels:
2026-01-15T02:46:34.579Z sh[3238]:  1768445194.550242: RSN: received GTK in pairwise handshake - hexdump(len=18): [REMOVED]
2026-01-15T02:46:34.579Z sh[3238]:  1768445194.550251: WPA: Group Key - hexdump(len=16): [REMOVED]
2026-01-15T02:46:34.580Z sh[3238]:  1768445194.550262: wlan0: WPA: Installing GTK to the driver (keyidx=1 tx=0 len=16)
2026-01-15T02:46:34.580Z sh[3238]:  1768445194.550271: WPA: RSC - hexdump(len=6): 91 2c 16 00 00 00
2026-01-15T02:46:34.589Z sh[3238]:  1768445194.550319: wpa_driver_nl80211_set_key: ifindex=6 (wlan0) alg=3 addr=0xdfb83 key_idx=1 set_tx=0 seq_len=6 key_len=16 key_flag=0x14
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.550334: nl80211: NEW_KEY
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.550345: nl80211: KEY_DATA - hexdump(len=16): [REMOVED]
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.550353: nl80211: KEY_SEQ - hexdump(len=6): 91 2c 16 00 00 00
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.550363:    broadcast key
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.564321: wlan0: WPA: Key negotiation completed with 10:d7:b0:69:5d:dc [PTK=CCMP GTK=CCMP]
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.564616: wlan0: Cancelling authentication timeout
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.564636: wlan0: State: GROUP_HANDSHAKE -> COMPLETED
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.564655: wlan0: Radio work 'connect'@0x19de60 done in 0.179962 seconds
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.564667: wlan0: radio_work_free('connect'@0x19de60): num_active_works --> 0
2026-01-15T02:46:34.590Z sh[3238]:  1768445194.564684: wlan0: CTRL-EVENT-CONNECTED - Connection to 10:d7:b0:69:5d:dc completed [id=0 id_str=]
2026-01-15T02:46:34.591Z sh[3238]:  1768445194.564694: nl80211: Set wlan0 operstate 0->1 (UP)
2026-01-15T02:46:34.591Z sh[3238]:  1768445194.564703: netlink: Operstate: ifindex=6 linkmode=-1 (no change), operstate=6 (IF_OPER_UP)
2026-01-15T02:46:34.591Z sh[3238]:  1768445194.585838: wlan0: Determining shared radio frequencies (max len 2)
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.585870: wlan0: Shared frequencies (len=1): completed iteration
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.585883: wlan0: freq[0]: 5280, flags=0x1
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.585896: P2P: Add operating class 81
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.585907: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.585998: P2P: Update channel list
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.586018: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.586030: P2P: cli_channels:
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.586048: EAPOL: External notification - portValid=1
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.586059: EAPOL: External notification - EAP success=1
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.586066: EAPOL: SUPP_PAE entering state AUTHENTICATING
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.586073: EAPOL: SUPP_BE entering state SUCCESS
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.586079: EAP: EAP entering state DISABLED
2026-01-15T02:46:34.592Z sh[3238]:  1768445194.586086: EAPOL: SUPP_PAE entering state AUTHENTICATED
2026-01-15T02:46:34.593Z sh[3238]:  1768445194.586092: EAPOL: Supplicant port status: Authorized
2026-01-15T02:46:34.593Z sh[3238]:  1768445194.586099: nl80211: Set supplicant port authorized for 10:d7:b0:69:5d:dc
2026-01-15T02:46:34.593Z sh[3238]:  1768445194.586203: EAPOL: SUPP_BE entering state IDLE
2026-01-15T02:46:34.593Z sh[3238]:  1768445194.586213: EAPOL authentication completed - result=SUCCESS
2026-01-15T02:46:34.593Z sh[3238]:  1768445194.586223: nl80211: Set rekey offload
2026-01-15T02:46:34.593Z sh[3238]:  1768445194.586917: RTM_NEWLINK: ifi_index=6 ifname=wlan0 operstate=6 linkmode=1 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-15T02:46:34.618Z sh[3238]:  1768445194.603652: nl80211: Drv Event 103 (NL80211_CMD_VENDOR) received for wlan0
2026-01-15T02:46:34.618Z sh[3238]:  1768445194.603678: nl80211: Vendor event: wiphy=0 vendor_id=0x1374 subcmd=165
2026-01-15T02:46:34.632Z sh[3238]:  1768445194.632438: nl80211: Ignore unsupported QCA vendor event 165
2026-01-15T02:46:35.910Z sh[3238]:  1768445195.908261: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-15T02:46:36.564Z sh[3238]:  1768445196.539817: EAPOL: startWhen --> 0
2026-01-15T02:46:36.564Z sh[3238]:  1768445196.539850: EAPOL: disable timer tick
2026-01-16T02:35:07.141Z sh[3238]:  1768530907.141052: nl80211: Drv Event 33 (NL80211_CMD_TRIGGER_SCAN) received for wlan0
2026-01-16T02:35:07.142Z sh[3238]:  1768530907.141084: wlan0: nl80211: Scan trigger
2026-01-16T02:35:07.142Z sh[3238]:  1768530907.141103: wlan0: Event SCAN_STARTED (47) received
2026-01-16T02:35:07.142Z sh[3238]:  1768530907.141115: wlan0: External program started a scan
2026-01-16T02:35:12.365Z sh[3238]:  1768530912.364562: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.419Z sh[3238]:  1768530912.418784: RTM_NEWLINK: ifi_index=10 ifname=dobby_tap0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.424Z sh[3238]:  1768530912.424249: RTM_NEWLINK: ifi_index=10 ifname=dobby_tap0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.425Z sh[3238]:  1768530912.424542: RTM_NEWLINK: ifi_index=10 ifname=dobby_tap0 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.425Z sh[3238]:  1768530912.424740: RTM_NEWLINK: ifi_index=10 ifname=dobby_tap0 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.425Z sh[3238]:  1768530912.424881: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.425Z sh[3238]:  1768530912.425019: RTM_NEWLINK: ifi_index=10 ifname=dobby_tap0 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T02:35:12.425Z sh[3238]:  1768530912.425150: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.426Z sh[3238]:  1768530912.426049: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.432Z sh[3238]:  1768530912.427147: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=0 linkmode=0 ifi_family=0 ifi_flags=0x1043 ([UP][RUNNING])
2026-01-16T02:35:12.495Z sh[3238]:  1768530912.495482: RTM_NEWLINK: ifi_index=2 ifname=eth0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1003 ([UP])
2026-01-16T02:35:12.495Z sh[3238]:  1768530912.495540: RTM_NEWLINK: ifi_index=6 ifname=wlan0 operstate=6 linkmode=1 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:12.497Z sh[3238]:  1768530912.496229: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=0 linkmode=0 ifi_family=0 ifi_flags=0x1043 ([UP][RUNNING])
2026-01-16T02:35:12.497Z sh[3238]:  1768530912.496733: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=0 linkmode=0 ifi_family=0 ifi_flags=0x1043 ([UP][RUNNING])
2026-01-16T02:35:12.500Z sh[3238]:  1768530912.498877: RTM_NEWLINK: ifi_index=11 ifname=veth0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.501Z sh[3238]:  1768530912.501746: RTM_NEWLINK: ifi_index=11 ifname=veth0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.502Z sh[3238]:  1768530912.502164: RTM_NEWLINK: ifi_index=11 ifname=veth0 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.503Z sh[3238]:  1768530912.502966: RTM_NEWLINK: ifi_index=11 ifname=veth0 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:12.503Z sh[3238]:  1768530912.503273: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=0 linkmode=0 ifi_family=0 ifi_flags=0x1043 ([UP][RUNNING])
2026-01-16T02:35:12.503Z sh[3238]:  1768530912.503516: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T02:35:12.602Z sh[3238]:  1768530912.601808: RTM_NEWLINK: ifi_index=11 ifname=veth0 operstate=0 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:12.603Z sh[3238]:  1768530912.602988: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=0 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:12.603Z sh[3238]:  1768530912.603022: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=0 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:12.603Z sh[3238]:  1768530912.603039: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=0 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:12.603Z sh[3238]:  1768530912.603056: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=6 linkmode=0 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:12.603Z sh[3238]:  1768530912.603071: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:12.603Z sh[3238]:  1768530912.603087: RTM_NEWLINK: ifi_index=11 ifname=veth0 operstate=6 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:13.275Z sh[3238]:  1768530913.275345: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:13.346Z sh[3238]:  1768530913.346289: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:13.346Z sh[3238]:  1768530913.346576: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:13.347Z sh[3238]:  1768530913.346805: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:13.347Z sh[3238]:  1768530913.346964: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T02:35:13.463Z sh[3238]:  1768530913.457419: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=3 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:35:13.463Z sh[3238]:  1768530913.457466: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=3 ifi_family=7 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:35:13.484Z sh[3238]:  1768530913.484206: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:13.484Z sh[3238]:  1768530913.484252: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:13.484Z sh[3238]:  1768530913.484273: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:13.484Z sh[3238]:  1768530913.484292: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=6 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:13.986Z sh[3238]:  1768530913.983058: nl80211: Drv Event 34 (NL80211_CMD_NEW_SCAN_RESULTS) received for wlan0
2026-01-16T02:35:13.986Z sh[3238]:  1768530913.983101: wlan0: nl80211: New scan results available
2026-01-16T02:35:13.986Z sh[3238]:  1768530913.983142: nl80211: Scan included frequencies: 2412 2417 2422 2427 2432 2437 2442 2447 2452 2457 2462 2467 2472 5180 5200 5220 5240 5260 5280 5300 5320 5500 5520 5540 5560 5580 5600 5620 5640 5660 5680 5700 5720 5745 5765 5785 5805 5825
2026-01-16T02:35:13.986Z sh[3238]:  1768530913.983156: wlan0: Event SCAN_RESULTS (3) received
2026-01-16T02:35:13.988Z sh[3238]:  1768530913.983334: nl80211: Received scan results (8 BSSes)
2026-01-16T02:35:13.988Z sh[3238]:  1768530913.986788: nl80211: Scan results indicate BSS status with 10:d7:b0:69:5d:dc as associated
2026-01-16T02:35:13.988Z sh[3238]:  1768530913.986856: wlan0: BSS: Start scan result update 3
2026-01-16T02:35:13.988Z sh[3238]:  1768530913.987044: BSS: last_scan_res_used=8/32
2026-01-16T02:35:13.988Z sh[3238]:  1768530913.987057: BSS: Not able to find any 5GHz BSSID for SSID 'TALKTALK695DDE'
2026-01-16T02:35:13.988Z sh[3238]:  1768530913.987086: wlan0: New scan results available (own=0 ext=1)
2026-01-16T02:35:13.988Z sh[3238]:  1768530913.988764: wlan0: Do not use results from externally requested scan operation for network selection
2026-01-16T02:35:13.989Z sh[3238]:  1768530913.988846: RTM_NEWLINK: ifi_index=6 ifname=wlan0 wext ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:22.856Z sh[3238]:  1768530922.854917: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:22.891Z sh[3238]:  1768530922.891437: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:22.891Z sh[3238]:  1768530922.891485: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:22.891Z sh[3238]:  1768530922.891504: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:35:22.891Z sh[3238]:  1768530922.891520: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T02:35:23.011Z sh[3238]:  1768530923.010034: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=3 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:35:23.011Z sh[3238]:  1768530923.010085: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=3 ifi_family=7 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:35:23.011Z sh[3238]:  1768530923.010101: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:23.011Z sh[3238]:  1768530923.010117: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:23.011Z sh[3238]:  1768530923.010132: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:23.011Z sh[3238]:  1768530923.010148: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=6 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:27.621Z sh[3238]:  1768530927.619707: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:28.631Z sh[3238]:  1768530928.630731: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:38.103Z sh[3238]:  1768530938.102650: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:35:59.523Z sh[3238]:  1768530959.522377: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:36:59.685Z sh[3238]:  1768531019.683973: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:37:59.785Z sh[3238]:  1768531079.784666: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:38:59.941Z sh[3238]:  1768531139.940820: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:39:04.766Z sh[3238]:  1768531144.765746: RTM_NEWLINK: ifi_index=14 ifname=veth3 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:39:04.789Z sh[3238]:  1768531144.787495: RTM_NEWLINK: ifi_index=14 ifname=veth3 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:39:04.789Z sh[3238]:  1768531144.787756: RTM_NEWLINK: ifi_index=14 ifname=veth3 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:39:04.790Z sh[3238]:  1768531144.788006: RTM_NEWLINK: ifi_index=14 ifname=veth3 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:39:04.790Z sh[3238]:  1768531144.788179: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T02:39:04.802Z sh[3238]:  1768531144.795781: RTM_NEWLINK: ifi_index=14 ifname=veth3 operstate=3 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:39:04.802Z sh[3238]:  1768531144.795826: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=3 ifi_family=7 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:39:04.802Z sh[3238]:  1768531144.795846: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:04.802Z sh[3238]:  1768531144.795864: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:04.803Z sh[3238]:  1768531144.795883: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:04.803Z sh[3238]:  1768531144.795911: RTM_NEWLINK: ifi_index=14 ifname=veth3 operstate=6 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:19.803Z sh[3238]:  1768531159.802643: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:21.127Z sh[3238]:  1768531161.123442: wlan0: BSS: Remove id 1 BSSID 12:d7:b0:69:5d:dd SSID '\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00' due to wpa_bss_flush_by_age
2026-01-16T02:39:21.127Z sh[3238]:  1768531161.123510: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/1'
2026-01-16T02:39:21.128Z sh[3238]:  1768531161.123912: wlan0: BSS: Remove id 2 BSSID b0:0a:d5:57:b3:08 SSID 'Three_56B308' due to wpa_bss_flush_by_age
2026-01-16T02:39:21.128Z sh[3238]:  1768531161.123940: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/2'
2026-01-16T02:39:21.128Z sh[3238]:  1768531161.124248: wlan0: BSS: Remove id 3 BSSID d6:35:1d:75:12:82 SSID 'vodafone75127A' due to wpa_bss_flush_by_age
2026-01-16T02:39:21.128Z sh[3238]:  1768531161.124274: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/3'
2026-01-16T02:39:21.128Z sh[3238]:  1768531161.124578: wlan0: BSS: Remove id 4 BSSID b0:0a:d5:56:b3:08 SSID 'Three_56B308' due to wpa_bss_flush_by_age
2026-01-16T02:39:21.128Z sh[3238]:  1768531161.124602: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/4'
2026-01-16T02:39:21.128Z sh[3238]:  1768531161.124903: wlan0: BSS: Remove id 5 BSSID 28:6d:97:e0:08:83 SSID '[washer] Samsung' due to wpa_bss_flush_by_age
2026-01-16T02:39:21.129Z sh[3238]:  1768531161.124928: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/5'
2026-01-16T02:39:21.129Z sh[3238]:  1768531161.125230: wlan0: BSS: Remove id 6 BSSID 10:d7:b0:69:5d:db SSID 'TALKTALK695DDE' due to wpa_bss_flush_by_age
2026-01-16T02:39:21.129Z sh[3238]:  1768531161.125254: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/6'
2026-01-16T02:39:21.129Z sh[3238]:  1768531161.125553: wlan0: BSS: Remove id 7 BSSID d4:35:1d:75:12:7a SSID 'vodafone75127A' due to wpa_bss_flush_by_age
2026-01-16T02:39:21.129Z sh[3238]:  1768531161.125578: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/7'
2026-01-16T02:39:36.611Z sh[3238]:  1768531176.610740: RTM_NEWLINK: ifi_index=15 ifname=veth4 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:39:36.676Z sh[3238]:  1768531176.675975: RTM_NEWLINK: ifi_index=15 ifname=veth4 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:39:36.676Z sh[3238]:  1768531176.676516: RTM_NEWLINK: ifi_index=15 ifname=veth4 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
